Symbol	Length
Fam26d	3714
Fam26e	1786
Fam26f	1080
Dse	4224
Tspyl1	3086
Nt5dc1	3192
Gm26564	2777
Tspyl4	3879
Col10a1	3130
Frk	4799
Gm26341	134
Amd2	3201
Hs3st5	4340
Gm22554	147
Hdac2	4474
Gm38231	347
Marcks	4048
5930403N24Rik	4924
Gm26535	2600
Gm24710	101
Gm24889	132
Gm24297	68
Gm22911	107
Rfpl4b	1054
Lama4	12068
Fam229b	3331
Tube1	2929
Wisp3	1418
Fyn	4363
Gm6963	379
Gm16364	1313
Gm16365	1408
Traf3ip2	3687
E130307A14Rik	7141
Rev3l	13293
Gm22105	116
Gm16210	610
Gm26824	1164
AA474331	3833
4930547M16Rik	2400
2010001E11Rik	2285
G630090E17Rik	1787
BC021785	6027
AI317395	2729
Gm8055	1008
Slc16a10	5394
Gm25613	129
Gm37786	3225
Rpf2	1924
Gtf3c6	1020
U3	213
Rnu3a	214
Amd1	3206
Cdk19os	1124
Cdk19	5807
Slc22a16	2416
Ddo	3000
Mettl24	1529
Cdc40	3361
Gm22948	243
Wasf1	2854
Gpr6	1774
Fig4	3263
Gm25526	132
Ak9	6959
Gm25626	107
Gm27783	105
Zbtb24	2828
Mical1	6047
Smpd2	4468
Ppil6	1066
Cd164	4449
Ccdc162	5572
Gm17196	345
5730435O14Rik	697
Gm29095	548
Gm29096	1663
Gm6976	1810
Mir3473b	55
Cep57l1	7526
BC048559	417
Sesn1	3327
Armc2	7188
Gm9855	1194
Foxo3	7571
Gm23533	245
Lace1	2705
Gm15197	478
Gm15198	177
Gm25277	324
Snx3	1413
Nr2e1	3711
Ostm1	7211
Gm15200	410
Gm15199	542
Sec63	8787
Gm26860	1489
Gm26464	305
Scml4	7725
Sobp	5529
Gm29245	1416
Gm29246	349
9030612E09Rik	1859
Pdss2	5963
Gm16546	355
Rps19-ps11	433
Gm3699	78
Bend3	6028
Gm9803	516
1700021F05Rik	1339
Cd24a	1813
F930017D23Rik	1835
Gm9034	1005
Qrsl1	3442
Rtn4ip1	3135
Aim1	7854
Gm10812	546
Speer5-ps1	777
Atg5	2352
Mir1929	93
Prdm1	5492
Gm22087	88
Gm27977	111
Gm22503	115
Gm24271	111
Gm4795	1008
Prep	2729
Gm23766	80
Popdc3	2083
Gm27723	63
Gm26016	129
Gm15934	525
Bves	1607
Lin28b	5402
Gm27731	107
Hace1	12851
Gm27410	115
Gm25740	107
Gm23481	131
Gm25650	162
Gm23584	129
Gm24256	84
Grik2	8272
Gm26543	2221
Ascc3	7477
Gm23883	290
Sim1	7355
Gm26257	107
Gp49a	2107
Lilrb4	1491
Fam162b	605
Gprc6a	2856
Rfx6	3995
4933411G06Rik	1022
Gm23906	128
Vgll2	1650
Gm24084	137
Ros1	7776
Gm20630	551
Gm18513	560
Dcbld1	7282
Gopc	4317
Gm26741	87
Rps19-ps10	435
Nepn	1981
Nus1	4876
Zfa-ps	3420
Slc35f1	4941
Gm25664	107
Cep85l	2691
Pln	2480
Gm5423	504
Mcm9	4868
Asf1a	2180
Fam184a	4353
Man1a	9058
Gm16998	1230
Gm26177	107
Gm25602	62
Tbc1d32	7235
Msl3l2	2140
Rps8-ps1	456
Gja1	3105
Gm9795	941
Gm9956	3121
Gm24285	100
4930467K11Rik	725
Hsf2	2613
Serinc1	5150
Rpl48-ps1	556
Pkib	11800
Gm5777	448
Fabp7	1250
Smpdl3a	2065
AW822073	1954
Gm10807	795
Duxf3	2022
Gm4981	1854
Gm19459	835
Gcc2	9630
Lims1	4891
Gm23058	107
Ranbp2	9477
Ccdc138	2431
Edar	3637
BB019430	285
Gm25055	76
Gm17542	99
Gm9987	567
Sh3rf3	7242
Gm27672	204
Sept10	2539
Gm23223	127
AC153941.1	4477
Sowahc	4482
P4ha1	4114
Gm10273	1126
Pla2g12b	1182
Oit3	2788
Mcu	6936
Gm10322	336
Micu1	9234
Gm17148	249
Gm17059	519
Gm7399	858
Gm23803	132
Dnajb12	3369
Ddit4	1685
Anapc16	4890
Ascc1	1578
Spock2	5533
mmu-mir-6906	58
Chst3	6497
Gm22117	67
Psap	2744
Cdh23	16939
4632428N05Rik	5014
Gm17455	855
Slc29a3	5834
Unc5b	5852
Mir6408	91
Pldi	853
Gm26947	2929
Mir466j	122
Gm20611	1131
Gm20625	698
Gm20610	587
Pcbd1	809
Sgpl1	6143
AC123530.1	99
Tbata	2426
Adamts14	5197
Prf1	2054
Rpl27a-ps1	447
Pald1	4274
Nodal	2095
Eif4ebp2	1786
D830039M14Rik	1693
Lrrc20	2619
Gm28447	3110
Npffr1	3479
Ppa1	2902
Sar1a	2611
Tysnd1	2286
Aifm2	4121
H2afy2	2175
Mir5108	85
Col13a1	4605
Gm5424	1595
2010107G23Rik	2981
Neurog3	1540
Tspan15	3605
Mir7662	61
Tacr2	2258
Hk1	8532
Hk1os	1556
Hkdc1	5132
Supv3l1	2969
4930507D05Rik	1834
Vps26a	3252
Srgn	2196
Kif1bp	4645
RP24-255E8.1	1376
Ddx21	4742
Ddx50	2527
Stox1	3680
mmu-mir-7215	51
Ccar1	4478
Snord98	65
Tet1	14710
Gm26479	106
Gm22803	283
Slc25a16	4799
Gm25862	129
Gm16128	626
Dna2	5878
Rufy2	8108
Gm16135	568
Hnrnph3	3151
Pbld2	4889
Gm16143	538
Gm38063	342
Atoh7	450
Mypn	5246
1700120B22Rik	464
Herc4	4019
Gm26789	2502
Sirt1	5331
Gm16145	583
Dnajc12	2740
Gm7075	339
Ctnna3	7227
Gm10118	2569
Lrrtm3	4251
AC116138.1	363
Gm23854	108
Gm28881	470
1700023F02Rik	767
Gm22829	106
Gm22594	130
Gm28139	643
1110002J07Rik	2236
Gm26576	1766
Reep3	5473
Jmjd1c	14397
Gm26359	101
Nrbf2	1860
Egr2	3398
Ado	4444
Gm10797	2222
Zfp365	5205
Rtkn2	5547
Gm16212	667
Arid5b	4494
1700040L02Rik	1262
Tmem26	5052
Gm24172	117
Rhobtb1	6075
A930033H14Rik	2969
Cdk1	3445
Ank3	33152
Ccdc6	6385
Mrln	1180
Slc16a9	3869
Gm7097	491
Gm9877	2627
Fam13c	3520
Gm22320	312
Phyhipl	9732
4930533K18Rik	1259
Gm24486	107
Bicc1	7441
Gm15647	691
Tfam	4438
Ube2d1	4371
Gm20609	1527
Cisd1	1084
Ipmk	7093
Gm22937	131
1700049L16Rik	805
Gm9923	2624
Gm24984	133
Zwint	4434
Pcdh15	23773
AC159477.1	468
Gm37438	393
Gm15398	692
Gm5778	1072
Gm15397	804
Gm6407	549
Gm6419	432
Rsph14	3012
Gnaz	3612
Rab36	6175
Bcr	6537
Specc1l	6075
Adora2a	2534
Gucd1	8206
Upb1	6599
Gm25545	323
Snrpd3	3434
Lrrc75b	4601
Ggt1	3411
Ggt5	4736
Gm9985	510
Gm26402	113
Susd2	3255
Cabin1	7460
Ddt	773
Gm20441	756
Gstt3	2627
Gstt1	1528
Gstt4	989
Gstt2	1370
Mif	554
Derl3	1336
Smarcb1	7930
Mmp11	2572
Chchd10	939
Gm867	1221
Vpreb3	859
Gm16221	393
Gm5134	3128
Gm16219	274
Gm16220	405
Mir6409	92
Zfp280b	5097
Slc5a4b	3202
Gm16222	1298
Slc5a4a	2055
Prmt2	3177
Mir678	84
S100b	1484
Dip2a	8215
Gm16240	614
Pcnt	9530
1700094J05Rik	1012
2610028H24Rik	1705
Ybey	4520
Mcm3ap	6382
Lss	10787
4930483K19Rik	1237
Spatc1l	1332
Gm15343	640
Ftcd	3192
Col6a2	8326
Col6a1	4380
Pcbp3	2933
Gm37782	678
Gm10787	1548
Slc19a1	4644
Col18a1	7021
Gm10941	708
Pofut2	2219
Adarb1	11272
Fam207a	2427
2810425M01Rik	1850
Itgb2	3052
Pttg1ip	3426
Sumo3	3826
Ube2g2	2431
Mir1930	84
Gm19402	801
Gm10272	333
Gm10024	553
Gm10142	363
Krtap12-1	671
Gm10100	363
Gm3233	693
Gm3238	693
Gm7138	693
Gm3250	693
Gm7137	711
Gm19668	747
Gm9507	879
Gm2696	553
Krtap10-4	981
AC153874.1	636
Tspear	2641
Gm10318	513
1700009J07Rik	1368
Lrrc3	4296
Trpm2	12323
Gm22394	76
Gm22871	54
1810043G02Rik	6627
Pfkl	4395
Aire	3825
Dnmt3l	2988
Icosl	2756
D10Jhu81e	1363
Pwp2	3871
Trappc10	5048
Agpat3	7577
n-R5s77	119
Mir7659	58
Gm22514	308
Gm10146	448
Rrp1	2008
Mir6907	71
Cstb	599
Mir6410	104
Pdxk	5124
Mir6908	63
Gm9978	3273
Gm25164	116
Gm27541	122
Ilvbl	2325
Syde1	3288
Gm37514	2753
Olfr1357	1160
Casp14	2329
Ccdc105	1718
Slc1a6	2089
Olfr1356	963
Olfr1355	1148
Olfr1354	1095
Olfr8	933
Olfr1353	1266
Olfr1352	1174
Olfr1351	960
Olfr57	1080
2610008E11Rik	4229
Vmn2r80	2690
Vmn2r81	3276
Vmn2r82	3045
Vmn2r83	2610
Ppap2c	1645
Mir6909	62
Mier2	4497
Theg	1564
C2cd4c	6751
Shc2	5537
Odf3l2	1248
Madcam1	1420
Tpgs1	1101
Cdc34	1262
Gzmm	1472
Gm25794	107
Bsg	1814
Hcn2	3195
Polrmt	4685
Fgf22	489
Rnf126	1639
Fstl3	2445
Prss57	2843
Palm	2651
Misp	2487
E130317F20Rik	3265
Ptbp1	4740
Lppr3	4357
Mir6910	66
Gm17134	437
Prtn3	1732
Elane	920
Cfd	923
Med16	4663
Gm24019	107
R3hdm4	1897
Gm26602	285
Kiss1r	3163
Arid3a	5562
Wdr18	2954
Grin3b	3296
Tmem259	4663
Gm26243	107
Cnn2	2460
Abca7	6752
Hmha1	4478
Polr2e	2670
Gpx4	1724
Sbno2	4227
Stk11	4580
Dos	4996
Atp5d	1928
Midn	4307
Cirbp	2604
1600002K03Rik	678
Efna2	2131
Mum1	10361
Ndufs7	1718
Gamt	1444
Dazap1	2944
Mir6911	69
Gm15122	462
Rps15	630
Apc2	11281
2310011J03Rik	1649
Pcsk4	2958
Reep6	2506
Adamtsl5	4722
Plk5	2678
Gm15123	339
Gm15124	953
Mex3d	3266
Gm22721	83
Mbd3	1987
Uqcr11	641
Tcf3	4039
Gm25044	104
Onecut3	4776
2610034O05Rik	855
Atp8b3	4411
Rexo1	7155
Klf16	2674
Gm26710	1793
Abhd17a	1547
Gm29093	409
Adat3	4586
Scamp4	1863
Mir6912	70
Csnk1g2	2511
Btbd2	3586
Mknk2	3892
Gm26541	3973
Mob3a	2644
Izumo4	938
Ap3d1	4730
Dot1l	8705
Gm17151	367
Plekhj1	1259
Sf3a2	2658
Amh	1665
Jsrp1	1333
Oaz1	2558
Mir1982	74
Lingo3	3433
Lsm7	468
Sppl2b	2866
Tmprss9	3497
Timm13	1225
Lmnb2	4286
Gadd45b	1266
Gng7	3786
Gm3828	257
Diras1	3035
Gm16099	710
Slc39a3	4016
Sgta	1969
Thop1	5059
Creb3l3	3016
mmu-mir-5615-1	60
Mir5615-2	60
Map2k2	3722
Zbtb7a	6808
Pias4	4582
Eef2	3098
Snord37	64
4930442H23Rik	1245
Dapk3	1766
Atcayos	4375
Nmrk2	1840
Atcay	3996
Zfr2	7483
Matk	4594
Mrpl54	825
Apba3	2106
Mir3057	91
Tjp3	3024
Pip5k1c	5730
Gm16315	783
Cactin	2724
Tbxa2r	1763
Gipc3	1024
Hmg20b	3149
Mfsd12	3971
4930404N11Rik	1751
Fzr1	4488
Dohh	3202
Mir6913	66
Smim24	1058
Nfic	6534
Gm16104	401
mmu-mir-1191b	58
Celf5	6668
Gm16105	697
Ncln	3465
S1pr4	2388
Gna15	2135
Gm16106	294
Gm25595	97
Gna11	4097
Aes	1411
Gm15917	487
Tle2	6221
Tle6	3088
BC025920	3306
Gm26896	2526
Sirt6	2785
Ankrd24	8142
Gm10778	4735
Gm8112	468
Zfp433	2771
Gm3055	720
Gm4767	4725
Zfp781	732
Zfp873	1893
AU041133	2634
Gm15608	3929
Zfp938	2128
4932415D10Rik	3163
Gm4924	2645
Gm1553	660
Ap3m1-ps	2128
1190007I07Rik	1197
Tdg	5374
Glt8d2	5773
Hcfc2	5485
Nfyb	5068
1700028I16Rik	1056
Txnrd1	3417
Gm4799	657
Chst11	5527
1700025N21Rik	686
Gm23122	103
Slc41a2	5349
D10Wsu102e	3509
Aldh1l2	7503
A230046K03Rik	5854
Appl2	5949
1500009L16Rik	1193
Gm37908	470
Nuak1	5625
4930463O16Rik	2088
Ckap4	2954
Platr7	1334
Tcp11l2	3438
Gm25657	95
Gm17249	2509
Polr3b	4829
Rfx4	4724
Gm24226	97
Ric8b	3068
Fhl4	2670
Tmem263	3778
Mterf2	1565
Cry1	3014
Gm27392	101
Gm8394	952
Gm25281	104
Btbd11	10033
Pwp1	2730
Prdm4	3917
Ascl4	2238
Rtcb	2615
Bpifc	2848
A230060F14Rik	1889
Fbxo7	6180
Gm24430	104
Syn3	12282
4930486F22Rik	1501
Gm15990	3321
Timp3	8144
Gm6729	1452
Gm5174	1443
1810014B01Rik	1661
Hsp90b1	4032
Gm15344	421
Gm25745	133
Ttc41	4646
Fabp3-ps1	656
Nt5dc3	5952
Gm16268	1157
Stab2	8757
Gm16280	623
Gm16270	3238
Gm16271	220
Gm16269	409
1700113H08Rik	1550
Gm10764	2335
Gm23191	107
Ascl1	2481
Pah	2201
Igf1os	2607
Igf1	9904
Pmch	749
Parpbp	3594
Nup37	1362
Gm26357	115
Ccdc53	4536
Dram1	3045
Gnptab	5883
Gm26546	4276
Gm16235	480
Chpt1	8324
Sycp3	1264
Mybpc1	4527
Spic	3841
n-R5s79	120
Gm4925	1561
Arl1	2369
Utp20	8831
Slc5a8	5321
Ano4	7265
Gas2l3	6748
Nr1h4	2303
Slc17a8	4720
Scyl2	10099
1500026H17Rik	3027
Actr6	1703
Uhrf1bp1l	6446
Gm26180	107
Anks1b	14501
Gm22602	95
Apaf1	9028
Gm25390	103
Ikbip	4894
Slc25a3	5550
Gm24119	246
Tmpo	6478
Gm26765	692
Rmst	7423
Gm27544	155
Mir135a-2	100
Gm27999	193
Gm27608	162
Gm27588	263
Gm27753	203
Gm27582	126
Gm27366	108
Gm27419	109
Mir1251	84
Gm26700	1957
Gm20757	1604
Gm25884	62
Gm22582	94
Nedd1	3534
Gm24241	145
Cfap54	14460
Cdk17	3643
Mir1931	119
Elk3	4550
Mir7688	56
Lta4h	2066
Hal	5549
Amdhd1	2421
Ccdc38	4305
Snrpf	861
4933408J17Rik	1859
Ntn4	3741
Gm8580	464
Gm15915	908
Gm15963	876
Gm3571	1161
Gm26239	107
Usp44	2932
Metap2	7588
4930471D02Rik	2075
Gm25962	168
Vezt	20631
Mir331	96
Fgd6	8241
Nr2c1	4607
Gm26122	82
Ndufa12	1334
Gm4792	2109
Tmcc3	7153
Gm16155	338
Tmcc3os	2913
Mir7211	63
Cep83os	4135
Cep83	2986
Plxnc1	7836
Gm24186	127
Gm25266	304
Cradd	1650
2310039L15Rik	642
Socs2	9531
5730420D15Rik	1182
Mrpl42	666
Ube2n	3851
Nudt4	3231
Mir3058	91
Gm23776	325
Anapc15-ps	426
4732465J04Rik	3302
Gm24433	133
Eea1	7836
Gm5426	312
Gm22913	101
Gm20091	189
Gm8601	909
Btg1	5010
Gm24587	89
mmu-mir-3966	85
Dcn	2084
Lum	2075
Kera	1950
Epyc	2561
Gm10754	315
Ccer1	1868
C030005K15Rik	1882
Gm25658	128
Gm37631	364
Atp2b1	7130
Poc1b	3748
Galnt4	5089
Phxr2	1159
Gm16239	2635
Dusp6	2796
B530045E10Rik	3138
Gad1-ps	3278
Csl	1954
Kitl	5765
Gm22918	110
Gm25287	110
Gm9476	615
Gm8701	873
Gm4301	916
Gm4302	927
Gm4303	870
Gm4305	870
Gm8711	879
Gm4307	910
Gm4308	914
Gm8723	873
Gm4312	914
Gm4781	786
Tmtc3	8939
Cep290	8006
4930430F08Rik	2419
1700017N19Rik	2326
Gm38219	721
Gm26278	132
Mgat4c	6857
Mir3059	81
Gm26988	945
Nts	1176
Rassf9	2118
Alx1	2815
Gm17028	704
Lrriq1	5549
Gm25376	133
Slc6a15	3643
Gm26923	996
Gm25143	109
Gm6763	1427
Gm21293	1291
Gm8764	1291
Gm21304	1291
Gm21312	1291
Gm20765	1291
Gm4340	1303
Gm22339	62
Mir6411	108
Gm22945	157
Gm25522	105
Gm25587	166
Gm25422	129
Gm36997	707
Tmtc2	7779
Gm15662	159
Gm15666	774
Gm15664	184
Gm15663	3365
Mettl25	2688
n-R5s80	111
Ccdc59	4314
Gm24237	132
Gm25342	122
Rps15a-ps1	393
C230021G24Rik	3679
Ppfia2	8021
Acss3	4549
Gm24745	85
Lin7a	5952
Gm38117	939
AC155168.1	129
Myf5	2083
Myf6	1248
Ptprq	7393
Otogl	7071
Ppp1r12a	3403
Pawr	1828
Gm23105	134
Gm25591	94
Syt1	8338
Gm22097	278
AC125531.1	83
Gm23041	106
Nav3	13806
Gm36935	292
E2f7	9009
1700020G17Rik	1476
Gm23698	128
Gm22186	122
Gm22236	106
Csrp2	973
Zdhhc17	4948
Gm5428	888
Gm22101	103
Osbpl8	7152
Bbs10	2753
Nap1l1	4086
Gm25117	144
Phlda1	2205
Gm28592	741
4933440J02Rik	1144
Gm37189	298
Krr1	5958
Glipr1	1543
Glipr1l1	896
Glipr1l2	1904
Gm6808	807
Gm15914	309
Caps2	3422
Kcnc2	6196
1700010J16Rik	928
Atxn7l3b	3572
Gm26596	2655
Gm22507	160
Gm38333	604
Gm38281	315
Trhde	8065
4930473D10Rik	487
Gm15723	600
Gm25319	325
Gm22070	107
Tph2	2879
Tbc1d15	3773
Gm22794	306
Rab21	1823
Tmem19	3010
Thap2	3408
Zfc3h1	7848
Lgr5	10264
A930009A15Rik	1001
Tspan8	1522
Ptprr	5929
4933416C03Rik	2254
Ptprb	11912
Gm26495	137
Kcnmb4	3324
Kcnmb4os1	824
Kcnmb4os2	2025
Cnot2	3711
Gm25190	95
5330438D12Rik	2229
Gm26579	918
1700030O20Rik	594
Myrfl	3114
Rab3ip	2690
Gm10271	156
D630029K05Rik	2717
Best3	2719
Lrrc10	1428
Cct2	1962
Frs2	5682
Gm26311	77
Yeats4	1407
9530003J23Rik	1687
Gm10936	138
Lyz2	1266
Lyz1	1264
Cpsf6	10510
Gm9002	499
Kifc5c-ps	1530
Cpm	5964
Gm25709	107
Mdm2	5070
Slc35e3	3482
Nup107	3111
Rap1b	2024
Gm37852	350
Mdm1	3149
Il22	1110
Iltifb	1146
Gm9040	1245
Gm9044	1245
Gm9045	1245
Gm9046	1245
Gm9048	1245
Gm9049	1245
Ifng	1207
Dyrk2	2137
4932442E05Rik	2717
Gm26976	908
1700064J06Rik	386
Cand1	8357
1700025F24Rik	894
Grip1os3	1292
Gm16321	574
Grip1	7860
Grip1os2	722
Grip1os1	2157
Helb	5011
Irak3	3676
Tmbim4	2581
Llph	1517
Gm38141	317
Hmga2	6772
1700006J14Rik	2885
9230105E05Rik	2250
Mir763	120
Gm24298	60
Gm38289	597
Gm37505	461
4921513I03Rik	1534
Msrb3	4048
Gm15961	266
Gm15910	2971
Gm4473	657
Lemd3	4809
Gm16166	787
Gm23632	125
Wif1	2427
Tbc1d30	5691
Gns	3855
Rassf3	3425
Tbk1	3031
Xpot	5992
Gm24330	76
D930020B18Rik	2599
BC048403	3136
C030027H14Rik	457
Srgap1	9132
Tmem5	5614
Gm9081	991
Avpr1a	2671
Mir6412	97
Ppm1h	10226
Mir8104	101
Mirlet7i	85
Mon2	9303
Usp15	3227
Gm27920	96
Fam19a2	4364
Gm22958	184
Gm23777	259
Slc16a7	3890
Lrig3	4050
Gm22183	73
Mir378d	110
Gm24179	127
Xrcc6bp1	1362
Ctdsp2	5065
Mir26a-2	84
Mir546	121
Avil	3398
Tsfm	2904
Mettl21b	2719
Mettl1	2907
Cyp27b1	2574
March9	3037
Cdk4	3249
Tspan31	1516
Agap2	5633
Os9	4049
Gm23664	89
B4galnt1	2474
Slc26a10	2215
Arhgef25	2387
Dtx3	2572
F420014N23Rik	2396
Pip4k2c	3374
Kif5a	6310
Dctn2	1918
Mbd6	4455
Gm20492	286
Gm4189	431
Ddit3	1713
Mars	3423
Gm6283	1000
Arhgap9	1811
Gli1	3665
Inhbe	2135
Inhbc	1966
R3hdm2	5987
Gm23819	109
Stac3	2543
Ndufa4l2	960
Shmt2	2305
Nxph4	1675
Lrp1	17717
Gm16217	616
Stat6	4402
Nab2	2941
Gm16229	1232
Tmem194	7822
Gm16230	521
Myo1a	3386
Tac2	883
Zbtb39	5946
Gpr182	3954
Rdh1	3930
Gm28046	2766
Rdh9	3590
Rdh16	6217
Rdh18-ps	953
Rdh19	1889
BC089597	1265
Rdh7	1678
Sdr9c7	3038
Gm15905	290
Gm15900	342
Gm23996	131
Hsd17b6	1392
Prim1	3868
Naca	7034
Ptges3	2217
Atp5b	4237
Snord59a	74
mmu-mir-677	78
Mir677	72
Baz2a	8372
Rbms2	5609
Gls2	3474
Spryd4	1570
Mip	2144
Gm26847	2109
Timeless	6115
Apon	1618
Apof	1930
Stat2	4397
Il23a	1359
Gm23241	106
Pan2	4450
Cnpy2	1017
Cs	2828
Gm23182	135
Coq10a	2502
Ankrd52	8401
Gm26308	69
Mir6914	69
mmu-mir-6915	69
Gm17201	390
Slc39a5	2141
Nabp2	2507
Gm25361	76
Rnf41	4374
Gm26347	131
Mir8105	89
Smarcc2	5027
Myl6	665
Myl6b	1026
A430046D13Rik	1997
Esyt1	3687
Mir6916	63
Gm29585	1447
Zc3h10	4384
Rpl41	1168
Pa2g4	2751
AC117232.1	119
Erbb3	6016
Mir6917	61
Rps26	447
Ikzf4	5995
Gm26876	2387
Suox	2349
Rab5b	3166
Cdk2	2432
Pmel	2130
Dgka	2808
Wibg	1285
Rpsa-ps2	510
Mmp19	3410
Tmem198b	3363
Dnajc14	4229
Ormdl2	2055
Sarnp	1062
Gdf11	4062
Cd63	1031
Rdh5	2809
Bloc1s1	1288
Itga7	4013
Gm25494	100
Mettl7b	1227
9030616G12Rik	644
Olfr9	1052
Olfr763	1044
Olfr765	930
Olfr767	1086
Olfr768	939
Olfr769	1084
Olfr770	936
Olfr771	954
Gm25807	305
Olfr772	1004
Olfr773	936
Olfr774	939
Olfr775	939
Olfr776	939
Olfr777	936
Gm25764	134
Olfr779	390
Olfr780	1025
Olfr781	936
Olfr782	945
Olfr784	960
Olfr786	939
Olfr787	939
Olfr788	936
Olfr790	1070
Olfr791	939
Olfr792	936
Olfr794	963
Gm23252	110
Olfr796	933
Olfr798	936
Olfr799	936
Olfr800	940
Olfr801	957
Olfr802	939
Olfr803	927
Gm24717	124
Olfr804	945
Olfr805	960
Gm24485	67
Olfr806	942
Olfr807	997
Olfr808	939
Olfr809	1100
Olfr810	1006
Olfr811	960
Olfr812	1043
Olfr813	933
Olfr814	933
Olfr815	951
Olfr816	939
Olfr818	957
Olfr819	963
Olfr247	963
Gm10310	963
Olfr820	1061
Olfr821	933
Olfr822	942
Olfr823	948
Gm5181	971
Olfr824	948
Olfr825	963
Olfr826	942
Olfr827	1058
Neurod4	3344
Tespa1	1694
Vmn2r84	3034
Gm9770	810
Vmn2r85	3042
Vmn2r86	3039
Vmn2r87	3036
Gm23793	117
Gm26445	109
Gm20746	552
Pisd-ps1	1757
Sfi1	7559
Gm11399	324
Gm11400	1214
Drg1	3460
Gm12735	651
Fau-ps2	371
Eif4enif1	6370
Patz1	5904
Gm12592	2954
Gm11944	873
Pik3ip1	4272
Limk2	6099
Gm11948	539
Rnf185	2906
8430429K09Rik	2649
Gm11945	476
Gm24439	117
Pla2g3	4696
Inpp5j	5092
Selm	1481
Smtn	4380
Gm11946	4346
Gm11947	273
Gm11949	372
Gm11950	838
Gm11951	431
Tug1	8325
Gm27624	177
Gm27517	236
Gm27937	88
Gm27640	147
Morc2a	6013
Gm26393	129
Gm16518	508
Osbp2	6361
Gm24013	99
Gm11952	821
4921536K21Rik	2590
Dusp18	4632
Slc35e4	3063
Tcn2	2178
4930556J24Rik	1220
Gm11953	1003
Pes1	3024
Gal3st1	2041
Gm11954	349
Sec14l4	3487
Sec14l3	2784
Mtfp1	1738
Sec14l2	3505
Gm11955	470
Gm11957	779
Rnf215	2232
Mir3060	83
Ccdc157	5589
Sf3a1	6147
Tbc1d10a	2733
Gatsl3	1574
Gm11956	512
Osm	2272
Lif	4350
Gm11959	723
Gm11958	253
Gm24803	107
Hormad2	2734
Mtmr3	7588
Gm11960	2858
Gm11032	102
Gm11961	1562
Ascc2	4964
Uqcr10	584
Zmat5	1248
Cabp7	2628
Nf2	6825
Nipsnap1	2649
Mir6918	58
Thoc5	2861
AA413626	494
Nefh	3994
Ap1b1	4957
AL645522.1	104
Gm24958	97
Gas2l1	6100
Rasl10a	1413
Ewsr1	5907
Rhbdd3	2790
Emid1	2890
Kremen1	7722
Gm25142	107
Znrf3	7893
Gm11962	255
Gm11963	500
Xbp1	3248
Ccdc117	3372
Gm22471	130
Ankrd36	5217
Gm11964	444
Gm11965	277
Mrps24	1466
Urgcp	5871
2210015D19Rik	3102
Dbnl	2346
Pgam2	840
Gm11966	87
Polm	3658
Aebp1	4058
Pold2	1896
Myl7	590
Gck	3033
Gm11967	480
Ykt6	2984
Camk2b	9125
Nudcd3	6496
Rps15a-ps6	393
Gm11969	356
A730071L15Rik	1615
Npc1l1	4467
Gm11401	344
Ddx56	2533
Tmed4	2178
n-R5s67	114
Ogdh	5456
Zmiz2	4655
Mir7651	64
Ppia	3508
H2afv	1633
Gm11970	320
Gm11971	288
Gm11972	389
Purb	8319
Gm22123	53
Gm11973	975
Myo1g	6957
Gm11974	1359
Gm22457	133
Gm24000	89
Ccm2	3666
Gm11975	481
Nacad	4892
Tbrg4	3696
Gm24313	133
Snora5c	136
Wap	1008
Gm11978	1409
Ramp3	1380
Gm11980	986
Gm11981	664
Gm11976	295
Gm11977	1461
Gm11979	743
Gm11982	314
Gm11983	2029
Gm11984	766
Adcy1	12522
Gm11985	720
Igfbp1	1525
Igfbp3	3130
Gm11986	1439
Gm27393	62
Gm11987	381
Gm24051	75
Gm11988	1069
Gm11989	672
Tns3	11182
Gm11990	897
Pkd1l1	7640
Gm11991	1074
Hus1	6450
Sun3	1299
Gm11992	2400
Upp1	1961
Gm11993	820
Abca13	19737
Gm36954	363
Eif3s6-ps1	470
Gm11996	915
Gm11997	313
Vwc2	6041
Gm23065	130
Zpbp	4248
Gm12598	830
Gm26458	128
Gm12599	792
4930415F15Rik	1194
Gm11998	972
4930512M02Rik	940
Gm11999	813
Ikzf1	5777
Gm12000	629
Fignl1	4839
Ddc	4461
1700042O10Rik	1075
Gm25058	128
Grb10	9089
Gm24036	156
Gm12001	913
Cobl	8142
Gm12002	2757
Gm22156	141
Gm22789	130
Gm12003	1105
Gm12004	718
4930554G24Rik	1603
Gm12005	379
Gm12006	403
1700046C09Rik	543
Pom121l12	549
Gm12007	597
Gm12008	755
Gm12009	1100
Gm24707	107
Gm25490	130
Gm12010	2017
Gm37319	636
Gm12011	618
Vstm2a	4170
Gm12012	1066
Sec61g	2464
Akt2-ps	1449
Gm12663	958
Gm12664	913
Gm24714	101
Gm25698	107
Egfr	11326
Egfros	4063
Eldr	2426
Fbxo48	2247
Plek	4486
Gm12014	1620
Cnrip1	4003
Gm12013	155
Ppp3r1	3228
Wdr92	2497
Pno1	1717
C1d	3995
Gm12015	843
Gm23959	324
Gm12016	681
Etaa1	4185
Etaa1os	856
Gm12017	1003
Gm12018	3375
Gm12019	532
Gm12020	2042
Gm37869	595
Gm12022	1340
Gm12021	1746
Gm12024	1253
Gm12023	520
Gm23093	102
Gm28401	702
Gm23021	169
8430419K02Rik	2587
Meis1	10532
Gm37818	3169
